,,,Offense,,,,,,,,,Defense,,,,,,,,Disciplinary,,,
Player,Team,Pos,MIN,G,A,S,SOG,CC,P,CR,ACR,INT,TKL,TKLW,BLK,CL,CS,GC,SV,FS,FC,Y,R
Eric Smith,SWE,M/D,41.3,0.0,0.0,0.2,0.1,0.2,17.1,0.3,0.2,0.6,0.8,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Jose Canale,PAR,D,40.3,0.0,0.0,0.2,0.0,0.2,16.6,0.3,0.1,0.6,0.8,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Alexandro Maidana,PAR,D,40.3,0.0,0.0,0.2,0.0,0.2,16.6,0.3,0.1,0.6,0.8,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Fabian Balbuena,PAR,D,40.3,0.0,0.0,0.2,0.0,0.2,16.6,0.3,0.1,0.6,0.8,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Victor Gustavo Velazquez,PAR,D,40.3,0.0,0.0,0.2,0.0,0.2,16.6,0.3,0.1,0.6,0.8,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Aaron Tshibola,COD,M,27.0,0.0,0.0,0.2,0.1,0.2,7.5,0.4,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Gael Kakuta,COD,F/M,27.0,0.0,0.0,0.2,0.1,0.2,7.5,0.4,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Ziyad bin Mubarak bin Eid Al Marwani Al Johani,KSA,M,27.0,0.0,0.0,0.2,0.1,0.2,8.4,0.3,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Telmo Arcanjo,CPV,M,27.0,0.0,0.0,0.2,0.1,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Laros Michael d'Encarnacao  Duarte,CPV,M,27.0,0.0,0.0,0.2,0.1,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Deroy Duarte,CPV,M,27.0,0.0,0.0,0.2,0.1,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Ngal'ayel Mukau,COD,M/D,27.0,0.0,0.0,0.2,0.1,0.2,7.5,0.4,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Edo Kayembe,COD,M,27.0,0.0,0.0,0.2,0.1,0.2,7.5,0.4,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Ayman Yahya,KSA,M,27.0,0.0,0.0,0.2,0.1,0.2,8.4,0.3,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Sphephelo Sithole,RSA,M,27.0,0.0,0.0,0.2,0.1,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Jayden Adams,RSA,M,27.0,0.0,0.0,0.2,0.1,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Themba Zwane,RSA,M,27.0,0.0,0.0,0.2,0.1,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Kamogelo Sebelebele,RSA,M,27.0,0.0,0.0,0.2,0.1,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Mohammed Abu Al Shamat,KSA,M,27.0,0.0,0.0,0.2,0.1,0.2,8.4,0.3,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Alaa Al Hejji,KSA,M,27.0,0.0,0.0,0.2,0.1,0.2,8.4,0.3,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Achref Abada,ALG,D,37.4,0.0,0.0,0.2,0.0,0.2,15.0,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Alidu Seidu,GHA,D,37.4,0.0,0.0,0.2,0.0,0.2,14.9,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Marvin Senaya,GHA,D,37.4,0.0,0.0,0.2,0.0,0.2,14.9,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Abdul Mumin,GHA,D,37.4,0.0,0.0,0.2,0.0,0.2,14.9,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Jaouen Hadjam,ALG,D,37.4,0.0,0.0,0.2,0.0,0.2,15.0,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Mohamed Tougai,ALG,D,37.4,0.0,0.0,0.2,0.0,0.2,15.0,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Zineddine Belaid,ALG,D,37.4,0.0,0.0,0.2,0.0,0.2,15.0,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Samir Chergui,ALG,D,37.4,0.0,0.0,0.2,0.0,0.2,15.0,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Abdul-Rahman Baba,GHA,D,37.4,0.0,0.0,0.2,0.0,0.2,14.9,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Derrick Luckassen,GHA,D,37.4,0.0,0.0,0.2,0.0,0.2,14.9,0.2,0.1,0.5,0.7,0.5,0.2,1.5,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Nidal Celik,BIH,D,27.0,0.0,0.0,0.2,0.1,0.1,11.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Stjepan Radeljic,BIH,D,27.0,0.0,0.0,0.2,0.1,0.1,11.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Dennis Hadzikadunic,BIH,D,27.0,0.0,0.0,0.2,0.1,0.1,11.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Nihad Mujakic,BIH,D,27.0,0.0,0.0,0.2,0.1,0.1,11.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Kevin Enkido Yakob,IRQ,M,27.0,0.0,0.0,0.2,0.0,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Marko Hussein Farji,IRQ,M,27.0,0.0,0.0,0.2,0.0,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Zaid Ismael Khaleel Al Dulaimi,IRQ,M,27.0,0.0,0.0,0.2,0.0,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Lee Gi-Hyuk,KOR,D,27.0,0.0,0.0,0.2,0.0,0.1,11.3,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Jaloliddin Masharipov,UZB,F/M,27.0,0.0,0.0,0.2,0.0,0.2,8.1,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Raed Chikhaoui,TUN,D,27.0,0.0,0.0,0.2,0.0,0.1,11.5,0.2,0.1,0.4,0.5,0.4,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Akmal Mozgovoy,UZB,M,27.0,0.0,0.0,0.2,0.0,0.2,8.1,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Aziz Ganiyev,UZB,M,27.0,0.0,0.0,0.2,0.0,0.2,8.1,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Dostonbek Khamdamov,UZB,M,27.0,0.0,0.0,0.2,0.0,0.2,8.1,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Adem Arous,TUN,D,27.0,0.0,0.0,0.2,0.0,0.1,11.5,0.2,0.1,0.4,0.5,0.4,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Mohamed Amine Ben Hamida,TUN,D,27.0,0.0,0.0,0.2,0.0,0.1,11.5,0.2,0.1,0.4,0.5,0.4,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Cho Wi-Je,KOR,D,27.0,0.0,0.0,0.2,0.0,0.1,11.3,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Moutaz Neffati,TUN,D,27.0,0.0,0.0,0.2,0.0,0.1,11.5,0.2,0.1,0.4,0.5,0.4,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Jehad Thikri,KSA,M,27.0,0.0,0.0,0.2,0.0,0.1,10.5,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Moteb Al Harbi,KSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.5,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Edgardo Farina,PAN,D,27.0,0.0,0.0,0.2,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Bradley Cross,RSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Sherzod Esanov,UZB,M,27.0,0.0,0.0,0.2,0.0,0.2,8.1,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Mohammad Al Daoud,JOR,M,27.0,0.0,0.0,0.2,0.0,0.2,8.0,0.3,0.2,0.4,0.7,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Dominique Simon,HAI,M,27.0,0.0,0.0,0.2,0.0,0.2,8.6,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Gedeon Kalulu,COD,D,27.0,0.0,0.0,0.2,0.0,0.1,9.4,0.2,0.1,0.4,0.5,0.3,0.2,0.9,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Ar'jany Martha,CUW,F,27.0,0.0,0.0,0.2,0.0,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Aimar Sher,IRQ,M,27.0,0.0,0.0,0.2,0.0,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Danley Jean Jacques,HAI,M,27.0,0.0,0.0,0.2,0.0,0.2,8.6,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Saleh Hardani,IRN,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Hossein Kanaanizadegan,IRN,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Ali El Abdi,TUN,D,27.0,0.0,0.0,0.2,0.0,0.1,11.5,3.3,0.1,0.4,0.5,0.4,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Dylan Batubinsika,COD,D,27.0,0.0,0.0,0.2,0.0,0.1,9.4,0.2,0.1,0.4,0.5,0.3,0.2,0.9,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Abdulelah Al-Amri,KSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.5,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Cesar Blackman,PAN,D,27.0,0.0,0.0,0.2,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Lachlan Bayliss,NZL,F,27.0,0.0,0.0,0.2,0.0,0.2,8.2,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Carl Sainte,HAI,M,27.0,0.0,0.0,0.2,0.0,0.2,8.6,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Olwethu Makhanya,RSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Sidny Lopes Cabral,CPV,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,5.9,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Diney,CPV,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Stopira,CPV,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Wagner Pina,CPV,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Godfried Roemeratoe,CUW,M,27.0,0.0,0.0,0.2,0.0,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Kelvin Spencer Pires,CPV,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Tyrese Noslin,CUW,D,27.0,0.0,0.0,0.2,0.0,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Kevin Felida,CUW,M,27.0,0.0,0.0,0.2,0.0,0.2,8.3,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Hassan bin Kadish bin Yahya Mahbub,KSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.5,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Ali bin Hassan bin Mohammed Majrashi,KSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.5,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Samukele Kabini,RSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Khulumani Ndamane,RSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Nkosinathi Sibisi,RSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Thabang Matuludi,RSA,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Jiovany Ramos,PAN,D,27.0,0.0,0.0,0.2,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Jorge Gutierrez,PAN,D,27.0,0.0,0.0,0.2,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Ibrahim Mohammad Sami Sadeh,JOR,M,27.0,0.0,0.0,0.2,0.0,0.2,8.0,0.3,0.2,0.4,0.7,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Woodensky Pierre,HAI,M,27.0,0.0,0.0,0.2,0.0,0.2,8.6,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Danial Iri,IRN,D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Rajaei Ayed,JOR,M,27.0,0.0,0.0,0.2,0.0,0.2,8.0,0.3,0.2,0.4,0.7,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Ryan Thomas,NZL,F/M,27.0,0.0,0.0,0.2,0.0,0.2,8.2,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Abdulaziz Hatem,QAT,M,27.0,0.0,0.0,0.2,0.0,0.2,8.4,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Ahmed Fathy,QAT,M,27.0,0.0,0.0,0.2,0.0,0.2,8.4,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Ramin Rezaeian,IRN,M/D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Kim Moon-Hwan,KOR,M,27.0,0.0,0.0,0.2,0.0,0.1,11.3,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Jamshid Iskanderov,UZB,M,27.0,0.0,0.0,0.2,0.0,0.2,8.1,2.0,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Alex Arthur Rufer,NZL,M,27.0,0.0,0.0,0.2,0.0,0.2,8.2,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Callum McCowatt,NZL,F,27.0,0.0,0.0,0.2,0.0,0.2,8.2,0.3,0.1,0.4,0.6,0.3,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Ehsan Hajsafi,IRN,M/D,27.0,0.0,0.0,0.2,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Joris Kayembe,COD,M,27.0,0.0,0.0,0.2,0.0,0.1,9.4,0.2,0.1,0.4,0.5,0.3,0.2,0.9,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Fidel Escobar,PAN,D,27.0,0.0,0.0,0.2,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Roderick Miller,PAN,D,27.0,0.0,0.0,0.2,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Tim Payne,NZL,M,27.0,0.0,0.0,0.1,0.0,0.1,10.2,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Callan Elliot,NZL,M,27.0,0.0,0.0,0.1,0.0,0.1,10.2,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Tommy Smith,NZL,D,27.0,0.0,0.0,0.1,0.0,0.1,10.2,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Francis de Vries,NZL,D,27.0,0.0,0.0,0.1,0.0,0.1,10.2,7.3,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Finn Surman,NZL,D,27.0,0.0,0.0,0.1,0.0,0.1,10.2,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Nando Zen Pijnaker,NZL,D,27.0,0.0,0.0,0.1,0.0,0.1,10.2,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Bekhruz Karimov,UZB,D,27.0,0.0,0.0,0.1,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Jakhongir Urozov,UZB,D,27.0,0.0,0.0,0.1,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Avazbek O'lmasaliev,UZB,D,27.0,0.0,0.0,0.1,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Farruh Sayfiyev,UZB,D,27.0,0.0,0.0,0.1,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Umarbek Eshmurodov,UZB,D,27.0,0.0,0.0,0.1,0.0,0.1,10.1,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Mohammad Abualnadi,JOR,D,27.0,0.0,0.0,0.1,0.0,0.1,9.9,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Anas Badawi,JOR,M/D,27.0,0.0,0.0,0.1,0.0,0.1,9.9,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Akam Hashem,IRQ,D,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Frans Dhia Jirjis Haddad,IRQ,D,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Munaf Younus Hashim Al Tekreeti,IRQ,D,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Jassem Gaber,QAT,M/D,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Homam Ahmed,QAT,D,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Ahmed Maknzi,IRQ,D,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Mustafa Sadoun,IRQ,D,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Saleem Amer Saleem Obaid,JOR,D,27.0,0.0,0.0,0.1,0.0,0.1,9.9,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Saed Ahmad Salameh Al Rosan,JOR,D,27.0,0.0,0.0,0.1,0.0,0.1,9.9,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Gueye Seydinaissa Laye,QAT,D,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Ayoub Al Oui,QAT,M,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Al Hashmi Al Hussain Mohi Aldin,QAT,D,27.0,0.0,0.0,0.1,0.0,0.1,10.4,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Amer Rasem Adel Jamous,JOR,D,27.0,0.0,0.0,0.1,0.0,0.1,9.9,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Mohammad Ali Hasan Abu Hashish,JOR,D,27.0,0.0,0.0,0.1,0.0,0.1,9.9,0.2,0.1,0.4,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Wilguens Paugain,HAI,D,27.0,0.0,0.0,0.1,0.0,0.1,10.7,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Martin Experience,HAI,D,27.0,0.0,0.0,0.1,0.0,0.1,10.7,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Roshon van Eijma,CUW,D,27.0,0.0,0.0,0.1,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Deveron Fonville,CUW,D,27.0,0.0,0.0,0.1,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Keeto Thermoncy,HAI,D,27.0,0.0,0.0,0.1,0.0,0.1,10.7,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Jean-Kevin Duverne,HAI,D,27.0,0.0,0.0,0.1,0.0,0.1,10.7,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Riechedly Bazoer,CUW,M,27.0,0.0,0.0,0.1,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Joshua Brenet,CUW,D,27.0,0.0,0.0,0.1,0.0,0.1,10.3,0.2,0.1,0.4,0.5,0.3,0.2,1.1,0.0,0.0,0.0,0.2,0.4,0.1,0.0
Unai Simon,ESP,G,652.5,0.0,0.0,0.0,0.0,0.0,310.6,0.0,0.0,0.2,0.1,0.1,0.0,3.2,0.0,6.8,18.0,1.3,0.2,0.1,0.0
Mike Maignan,FRA,G,636.1,0.0,0.0,0.0,0.0,0.0,174.9,0.0,0.0,0.3,0.1,0.1,0.0,4.8,0.0,7.0,19.2,1.3,0.3,0.1,0.0
Jordan Pickford,ENG,G,613.7,0.0,0.0,0.0,0.0,0.0,171.9,0.0,0.0,0.3,0.1,0.1,0.0,4.6,0.0,6.7,18.0,1.2,0.2,0.1,0.0
